case,station,model,mode,time,receiver,system,stage,candidates,provisional_selected,selected,joint_nis,joint_threshold,joint_rank,maximum_perr,reliability_gate,feedback,passed
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:19:00,NICO,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,1,False
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:19:30,NICO,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,1,False
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:20:00,NICO,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,1,False
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:20:30,NICO,GPS,USER_IF_WL_SD,6,0,0,nan,nan,0,0,0,1,False
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:21:00,NICO,GPS,USER_IF_WL_SD,5,1,0,0.155703,23.9281,1,0.00113718,0,1,False
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:21:30,NICO,GPS,USER_IF_WL_SD,6,1,1,0.124769,23.9281,1,0.000441402,1,1,True
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:21:30,NICO,GPS,USER_IF_L1_SD_CONDITIONAL,1,0,0,nan,nan,0,0,0,1,False
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:22:00,NICO,GPS,USER_IF_WL_SD,6,1,1,0.0789766,23.9281,1,0.000157902,1,1,True
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:22:00,NICO,GPS,USER_IF_L1_SD_CONDITIONAL,1,0,0,nan,nan,0,0,0,1,False
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:22:30,NICO,GPS,USER_IF_WL_SD,6,1,1,0.0367828,23.9281,1,5.47349e-05,1,1,True
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:22:30,NICO,GPS,USER_IF_L1_SD_CONDITIONAL,1,0,0,nan,nan,0,0,0,1,False
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:23:00,NICO,GPS,USER_IF_WL_SD,6,2,2,0.0200219,27.631,2,0.000936313,1,1,True
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:23:00,NICO,GPS,USER_IF_L1_SD_CONDITIONAL,2,0,0,nan,nan,0,0,0,1,False
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:23:30,NICO,GPS,USER_IF_WL_SD,5,2,2,0.00652986,27.631,2,0.000505833,1,1,True
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:23:30,NICO,GPS,USER_IF_L1_SD_CONDITIONAL,2,0,0,nan,nan,0,0,0,1,False
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:24:00,NICO,GPS,USER_IF_WL_SD,5,2,2,9.85503e-07,27.631,2,0.000276,1,1,True
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:24:00,NICO,GPS,USER_IF_L1_SD_CONDITIONAL,2,0,0,nan,nan,0,0,0,1,False
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:24:30,NICO,GPS,USER_IF_WL_SD,5,3,0,0.0125832,30.6648,3,0.00155675,0,1,False
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:24:30,NICO,GPS,USER_IF_L1_SD_CONDITIONAL,2,0,0,nan,nan,0,0,0,1,False
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:25:00,NICO,GPS,USER_IF_WL_SD,5,3,0,0.0194822,30.6648,3,0.00101782,0,1,False
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:25:00,NICO,GPS,USER_IF_L1_SD_CONDITIONAL,2,0,0,nan,nan,0,0,0,1,False
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:26:00,NICO,GPS,USER_IF_WL_SD,5,3,3,0.0190302,30.6648,3,0.000680991,1,1,True
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:26:00,NICO,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,1,False
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:26:30,NICO,GPS,USER_IF_WL_SD,5,3,3,0.0225774,30.6648,3,0.00046864,1,1,True
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:26:30,NICO,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,1,False
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:27:00,NICO,GPS,USER_IF_WL_SD,6,3,3,0.0238027,30.6648,3,0.000313111,1,1,True
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:27:00,NICO,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,1,False
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:27:30,NICO,GPS,USER_IF_WL_SD,6,3,3,0.0329942,30.6648,3,0.000210847,1,1,True
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:27:30,NICO,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,1,False
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:28:00,NICO,GPS,USER_IF_WL_SD,6,3,3,0.0417755,30.6648,3,0.000143497,1,1,True
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:28:00,NICO,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,1,False
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:28:30,NICO,GPS,USER_IF_WL_SD,6,3,3,0.0482101,30.6648,3,9.96407e-05,1,1,True
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:28:30,NICO,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,1,False
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:29:00,NICO,GPS,USER_IF_WL_SD,6,3,3,0.037966,30.6648,3,6.78451e-05,1,1,True
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:29:00,NICO,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,1,False
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:29:30,NICO,GPS,USER_IF_WL_SD,6,3,3,0.0374586,30.6648,3,4.67932e-05,1,1,True
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:29:30,NICO,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,1,False
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:30:00,NICO,GPS,USER_IF_WL_SD,6,3,3,0.0402687,30.6648,3,3.26933e-05,1,1,True
r48u_20260914_NICO_IF_round_feedback,NICO,IF,round_feedback,2024-07-17T00:30:00,NICO,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:10:00,BREW,GPS,USER_IF_WL_SD,1,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:10:30,BREW,GPS,USER_IF_WL_SD,1,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:11:00,BREW,GPS,USER_IF_WL_SD,1,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:11:30,BREW,GPS,USER_IF_WL_SD,2,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:12:00,BREW,GPS,USER_IF_WL_SD,2,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:12:30,BREW,GPS,USER_IF_WL_SD,2,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:13:00,BREW,GPS,USER_IF_WL_SD,2,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:13:30,BREW,GPS,USER_IF_WL_SD,2,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:14:00,BREW,GPS,USER_IF_WL_SD,2,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:14:30,BREW,GPS,USER_IF_WL_SD,2,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:15:00,BREW,GPS,USER_IF_WL_SD,2,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:15:30,BREW,GPS,USER_IF_WL_SD,2,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:16:00,BREW,GPS,USER_IF_WL_SD,2,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:16:30,BREW,GPS,USER_IF_WL_SD,2,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:17:00,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:17:30,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:18:00,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:18:30,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:19:00,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:19:30,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:20:00,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:20:30,BREW,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:21:00,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:21:30,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:22:00,BREW,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:22:30,BREW,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:23:00,BREW,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:23:30,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:24:00,BREW,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:24:30,BREW,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:25:00,BREW,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:25:30,BREW,GPS,USER_IF_WL_SD,2,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:26:00,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:26:30,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:27:00,BREW,GPS,USER_IF_WL_SD,3,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:27:30,BREW,GPS,USER_IF_WL_SD,3,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:28:00,BREW,GPS,USER_IF_WL_SD,3,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:28:30,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:29:00,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:29:30,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_shadow,BREW,IF,round_shadow,2024-07-17T00:30:00,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,0,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:10:00,BREW,GPS,USER_IF_WL_SD,1,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:10:30,BREW,GPS,USER_IF_WL_SD,1,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:11:00,BREW,GPS,USER_IF_WL_SD,1,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:11:30,BREW,GPS,USER_IF_WL_SD,2,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:12:00,BREW,GPS,USER_IF_WL_SD,2,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:12:30,BREW,GPS,USER_IF_WL_SD,2,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:13:00,BREW,GPS,USER_IF_WL_SD,2,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:13:30,BREW,GPS,USER_IF_WL_SD,2,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:14:00,BREW,GPS,USER_IF_WL_SD,2,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:14:30,BREW,GPS,USER_IF_WL_SD,2,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:15:00,BREW,GPS,USER_IF_WL_SD,2,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:15:30,BREW,GPS,USER_IF_WL_SD,2,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:16:00,BREW,GPS,USER_IF_WL_SD,2,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:16:30,BREW,GPS,USER_IF_WL_SD,2,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:17:00,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:17:30,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:18:00,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:18:30,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:19:00,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:19:30,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:20:00,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:20:30,BREW,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:21:00,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:21:30,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:22:00,BREW,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:22:30,BREW,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:23:00,BREW,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:23:30,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:24:00,BREW,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:24:30,BREW,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:25:00,BREW,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:25:30,BREW,GPS,USER_IF_WL_SD,2,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:26:00,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:26:30,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:27:00,BREW,GPS,USER_IF_WL_SD,3,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:27:30,BREW,GPS,USER_IF_WL_SD,3,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:28:00,BREW,GPS,USER_IF_WL_SD,3,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:28:30,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:29:00,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:29:30,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_round_feedback,BREW,IF,round_feedback,2024-07-17T00:30:00,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,1,False
r48u_20260914_MARS_IF_round_shadow,MARS,IF,round_shadow,2024-07-17T00:10:30,MARS,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow,MARS,IF,round_shadow,2024-07-17T00:17:00,MARS,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow,MARS,IF,round_shadow,2024-07-17T00:17:30,MARS,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow,MARS,IF,round_shadow,2024-07-17T00:18:00,MARS,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow,MARS,IF,round_shadow,2024-07-17T00:18:30,MARS,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow,MARS,IF,round_shadow,2024-07-17T00:19:00,MARS,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow,MARS,IF,round_shadow,2024-07-17T00:19:30,MARS,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow,MARS,IF,round_shadow,2024-07-17T00:20:00,MARS,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow,MARS,IF,round_shadow,2024-07-17T00:20:30,MARS,GPS,USER_IF_WL_SD,6,1,0,0.00830633,23.9281,1,0.00131674,0,0,False
r48u_20260914_MARS_IF_round_shadow,MARS,IF,round_shadow,2024-07-17T00:21:00,MARS,GPS,USER_IF_WL_SD,5,2,0,0.267354,27.631,2,0.0018046,0,0,False
r48u_20260914_MARS_IF_round_shadow,MARS,IF,round_shadow,2024-07-17T00:21:30,MARS,GPS,USER_IF_WL_SD,6,2,0,0.364773,27.631,2,0.00101743,0,0,False
r48u_20260914_MARS_IF_round_shadow,MARS,IF,round_shadow,2024-07-17T00:22:00,MARS,GPS,USER_IF_WL_SD,6,2,2,0.414657,27.631,2,0.000512595,1,0,True
r48u_20260914_MARS_IF_round_shadow,MARS,IF,round_shadow,2024-07-17T00:22:00,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,2,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow,MARS,IF,round_shadow,2024-07-17T00:22:30,MARS,GPS,USER_IF_WL_SD,6,2,2,0.430225,27.631,2,0.000239932,1,0,True
r48u_20260914_MARS_IF_round_shadow,MARS,IF,round_shadow,2024-07-17T00:22:30,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,2,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow,MARS,IF,round_shadow,2024-07-17T00:23:00,MARS,GPS,USER_IF_WL_SD,6,3,0,0.448553,30.6648,3,0.00108564,0,0,False
r48u_20260914_MARS_IF_round_shadow,MARS,IF,round_shadow,2024-07-17T00:23:00,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,2,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow,MARS,IF,round_shadow,2024-07-17T00:23:30,MARS,GPS,USER_IF_WL_SD,5,3,3,0.489333,30.6648,3,0.000629559,1,0,True
r48u_20260914_MARS_IF_round_shadow,MARS,IF,round_shadow,2024-07-17T00:23:30,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow,MARS,IF,round_shadow,2024-07-17T00:24:00,MARS,GPS,USER_IF_WL_SD,5,3,3,0.58433,30.6648,3,0.000372154,1,0,True
r48u_20260914_MARS_IF_round_shadow,MARS,IF,round_shadow,2024-07-17T00:24:00,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow,MARS,IF,round_shadow,2024-07-17T00:24:30,MARS,GPS,USER_IF_WL_SD,5,3,3,0.73021,30.6648,3,0.000222561,1,0,True
r48u_20260914_MARS_IF_round_shadow,MARS,IF,round_shadow,2024-07-17T00:24:30,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow,MARS,IF,round_shadow,2024-07-17T00:25:00,MARS,GPS,USER_IF_WL_SD,5,3,3,0.941395,30.6648,3,0.000132936,1,0,True
r48u_20260914_MARS_IF_round_shadow,MARS,IF,round_shadow,2024-07-17T00:25:00,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow,MARS,IF,round_shadow,2024-07-17T00:26:00,MARS,GPS,USER_IF_WL_SD,5,3,3,1.11597,30.6648,3,7.88414e-05,1,0,True
r48u_20260914_MARS_IF_round_shadow,MARS,IF,round_shadow,2024-07-17T00:26:00,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow,MARS,IF,round_shadow,2024-07-17T00:26:30,MARS,GPS,USER_IF_WL_SD,5,3,3,1.27175,30.6648,3,4.82746e-05,1,0,True
r48u_20260914_MARS_IF_round_shadow,MARS,IF,round_shadow,2024-07-17T00:26:30,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,0,False
