case,station,model,mode,time,dual_product_satellites,ar_qualified_product_satellites,ar_satellites,ar_components,component_count,maximum_within_component_sd_rank,runtime_integer_valid_satellites_excluding_reference,runtime_satellites,search_common_satellites,search_named_rank
r48u_20260914_BREW_IF_round_shadow_fix1,BREW,IF,round_shadow,2024-07-17T00:27:30,9,6,G02;G10;G21;G25;G28;G32,"{""PRODUCT-GPS-C0"": [""G10"", ""G25"", ""G28"", ""G32""], ""PRODUCT-GPS-C1"": [""G02"", ""G21""]}",2,4,3,G10;G25;G32,4,3
r48u_20260914_BREW_IF_round_shadow_fix1,BREW,IF,round_shadow,2024-07-17T00:28:00,9,6,G02;G10;G21;G25;G28;G32,"{""PRODUCT-GPS-C0"": [""G10"", ""G25"", ""G28"", ""G32""], ""PRODUCT-GPS-C1"": [""G02"", ""G21""]}",2,4,3,G10;G25;G32,4,3
r48u_20260914_BREW_IF_round_shadow_fix1,BREW,IF,round_shadow,2024-07-17T00:28:30,9,7,G02;G10;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C0"": [""G10"", ""G25"", ""G28"", ""G31"", ""G32""], ""PRODUCT-GPS-C3"": [""G02"", ""G21""]}",2,5,4,G10;G25;G31;G32,5,4
r48u_20260914_BREW_IF_round_shadow_fix1,BREW,IF,round_shadow,2024-07-17T00:29:00,9,7,G02;G10;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C0"": [""G10"", ""G25"", ""G28"", ""G31"", ""G32""], ""PRODUCT-GPS-C3"": [""G02"", ""G21""]}",2,5,4,G10;G25;G31;G32,5,4
r48u_20260914_BREW_IF_round_shadow_fix1,BREW,IF,round_shadow,2024-07-17T00:29:30,9,7,G02;G10;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C0"": [""G10"", ""G25"", ""G28"", ""G31"", ""G32""], ""PRODUCT-GPS-C1"": [""G02"", ""G21""]}",2,5,4,G10;G25;G31;G32,5,4
r48u_20260914_BREW_IF_round_shadow_fix1,BREW,IF,round_shadow,2024-07-17T00:30:00,9,7,G02;G10;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C0"": [""G10"", ""G25"", ""G28"", ""G31"", ""G32""], ""PRODUCT-GPS-C1"": [""G02"", ""G21""]}",2,5,4,G10;G25;G31;G32,5,4
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:03:00,9,0,,{},0,0,0,,0,0
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:03:30,9,0,,{},0,0,0,,0,0
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:04:00,9,0,,{},0,0,0,,0,0
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:04:30,9,0,,{},0,0,0,,0,0
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:05:00,9,0,,{},0,0,0,,0,0
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:05:30,9,0,,{},0,0,0,,0,0
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:06:00,9,0,,{},0,0,0,,0,0
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:06:30,9,0,,{},0,0,0,,0,0
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:07:00,9,0,,{},0,0,0,,0,0
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:07:30,9,0,,{},0,0,0,,0,0
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:08:00,9,0,,{},0,0,0,,0,0
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:08:30,9,0,,{},0,0,0,,0,0
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:09:00,9,0,,{},0,0,0,,0,0
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:09:30,9,0,,{},0,0,0,,0,0
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:10:00,9,2,G02;G21,"{""PRODUCT-GPS-C1"": [""G02"", ""G21""]}",1,1,1,G21,2,1
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:10:30,9,4,G03;G17;G25;G32,"{""PRODUCT-GPS-C0"": [""G03"", ""G17""], ""PRODUCT-GPS-C1"": [""G25"", ""G32""]}",2,2,1,G25,2,1
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:11:00,9,2,G02;G21,"{""PRODUCT-GPS-C1"": [""G02"", ""G21""]}",1,1,1,G21,2,1
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:11:30,9,5,G02;G10;G21;G28;G31,"{""PRODUCT-GPS-C3"": [""G02"", ""G21""], ""PRODUCT-GPS-C4"": [""G10"", ""G28"", ""G31""]}",2,3,2,G10;G31,3,2
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:12:00,9,5,G02;G10;G21;G28;G31,"{""PRODUCT-GPS-C3"": [""G02"", ""G21""], ""PRODUCT-GPS-C4"": [""G10"", ""G28"", ""G31""]}",2,3,2,G10;G31,3,2
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:12:30,9,5,G02;G10;G21;G28;G31,"{""PRODUCT-GPS-C3"": [""G02"", ""G21""], ""PRODUCT-GPS-C4"": [""G10"", ""G28"", ""G31""]}",2,3,2,G10;G31,3,2
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:13:00,9,5,G02;G10;G21;G28;G31,"{""PRODUCT-GPS-C3"": [""G02"", ""G21""], ""PRODUCT-GPS-C4"": [""G10"", ""G28"", ""G31""]}",2,3,2,G10;G31,3,2
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:13:30,9,5,G02;G10;G21;G28;G31,"{""PRODUCT-GPS-C3"": [""G02"", ""G21""], ""PRODUCT-GPS-C4"": [""G10"", ""G28"", ""G31""]}",2,3,2,G10;G31,3,2
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:14:00,9,5,G02;G10;G21;G28;G31,"{""PRODUCT-GPS-C3"": [""G02"", ""G21""], ""PRODUCT-GPS-C4"": [""G10"", ""G28"", ""G31""]}",2,3,2,G10;G31,3,2
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:14:30,9,5,G02;G10;G21;G28;G31,"{""PRODUCT-GPS-C3"": [""G02"", ""G21""], ""PRODUCT-GPS-C4"": [""G10"", ""G28"", ""G31""]}",2,3,2,G10;G31,3,2
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:15:00,9,5,G02;G10;G21;G28;G31,"{""PRODUCT-GPS-C3"": [""G02"", ""G21""], ""PRODUCT-GPS-C4"": [""G10"", ""G28"", ""G31""]}",2,3,2,G10;G31,3,2
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:15:30,9,5,G02;G10;G21;G28;G31,"{""PRODUCT-GPS-C3"": [""G02"", ""G21""], ""PRODUCT-GPS-C4"": [""G10"", ""G28"", ""G31""]}",2,3,2,G10;G31,3,2
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:16:00,9,5,G02;G10;G21;G28;G31,"{""PRODUCT-GPS-C3"": [""G02"", ""G21""], ""PRODUCT-GPS-C4"": [""G10"", ""G28"", ""G31""]}",2,3,2,G10;G31,3,2
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:16:30,9,5,G02;G10;G21;G28;G31,"{""PRODUCT-GPS-C3"": [""G02"", ""G21""], ""PRODUCT-GPS-C4"": [""G10"", ""G28"", ""G31""]}",2,3,2,G10;G31,3,2
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:17:00,9,8,G02;G03;G10;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C0"": [""G02"", ""G03"", ""G21""], ""PRODUCT-GPS-C2"": [""G10"", ""G25"", ""G28"", ""G31"", ""G32""]}",2,6,4,G10;G25;G31;G32,5,4
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:17:30,9,8,G02;G03;G10;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C0"": [""G02"", ""G03"", ""G21""], ""PRODUCT-GPS-C2"": [""G10"", ""G25"", ""G28"", ""G31"", ""G32""]}",2,6,4,G10;G25;G31;G32,5,4
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:18:00,9,8,G02;G03;G10;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C0"": [""G02"", ""G03"", ""G21""], ""PRODUCT-GPS-C2"": [""G10"", ""G25"", ""G28"", ""G31"", ""G32""]}",2,6,4,G10;G25;G31;G32,5,4
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:18:30,9,8,G02;G03;G10;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C0"": [""G02"", ""G03"", ""G21""], ""PRODUCT-GPS-C2"": [""G10"", ""G25"", ""G28"", ""G31"", ""G32""]}",2,6,4,G10;G25;G31;G32,5,4
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:19:00,9,8,G02;G03;G10;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C0"": [""G02"", ""G03"", ""G21""], ""PRODUCT-GPS-C2"": [""G10"", ""G25"", ""G28"", ""G31"", ""G32""]}",2,6,4,G10;G25;G31;G32,5,4
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:19:30,9,8,G02;G03;G10;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C0"": [""G02"", ""G03"", ""G21""], ""PRODUCT-GPS-C2"": [""G10"", ""G25"", ""G28"", ""G31"", ""G32""]}",2,6,4,G10;G25;G31;G32,5,4
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:20:00,9,7,G02;G10;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C1"": [""G10"", ""G25"", ""G28"", ""G31"", ""G32""], ""PRODUCT-GPS-C4"": [""G02"", ""G21""]}",2,5,4,G10;G25;G31;G32,5,4
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:20:30,9,9,G02;G03;G10;G17;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C0"": [""G02"", ""G03"", ""G21""], ""PRODUCT-GPS-C1"": [""G10"", ""G17"", ""G25"", ""G28"", ""G31"", ""G32""]}",2,7,5,G10;G17;G25;G31;G32,6,5
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:21:00,9,7,G02;G10;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C1"": [""G10"", ""G25"", ""G28"", ""G31"", ""G32""], ""PRODUCT-GPS-C4"": [""G02"", ""G21""]}",2,5,4,G10;G25;G31;G32,5,4
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:21:30,9,8,G02;G03;G10;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C0"": [""G02"", ""G03"", ""G21""], ""PRODUCT-GPS-C1"": [""G10"", ""G25"", ""G28"", ""G31"", ""G32""]}",2,6,4,G10;G25;G31;G32,5,4
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:22:00,9,9,G02;G03;G10;G17;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C0"": [""G02"", ""G03"", ""G21""], ""PRODUCT-GPS-C1"": [""G10"", ""G17"", ""G25"", ""G28"", ""G31"", ""G32""]}",2,7,5,G10;G17;G25;G31;G32,6,5
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:22:30,9,9,G02;G03;G10;G17;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C0"": [""G02"", ""G03"", ""G21""], ""PRODUCT-GPS-C1"": [""G10"", ""G17"", ""G25"", ""G28"", ""G31"", ""G32""]}",2,7,5,G10;G17;G25;G31;G32,6,5
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:23:00,9,9,G02;G03;G10;G17;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C0"": [""G02"", ""G03"", ""G21""], ""PRODUCT-GPS-C1"": [""G10"", ""G17"", ""G25"", ""G28"", ""G31"", ""G32""]}",2,7,5,G10;G17;G25;G31;G32,6,5
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:23:30,9,8,G02;G03;G10;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C0"": [""G02"", ""G03"", ""G21""], ""PRODUCT-GPS-C2"": [""G10"", ""G25"", ""G28"", ""G31"", ""G32""]}",2,6,4,G10;G25;G31;G32,5,4
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:24:00,9,9,G02;G03;G10;G17;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C0"": [""G02"", ""G03"", ""G21""], ""PRODUCT-GPS-C2"": [""G10"", ""G17"", ""G25"", ""G28"", ""G31"", ""G32""]}",2,7,5,G10;G17;G25;G31;G32,6,5
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:24:30,9,9,G02;G03;G10;G17;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C0"": [""G02"", ""G03"", ""G21""], ""PRODUCT-GPS-C2"": [""G10"", ""G17"", ""G25"", ""G28"", ""G31"", ""G32""]}",2,7,5,G10;G17;G25;G31;G32,6,5
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:25:00,9,9,G02;G03;G10;G17;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C0"": [""G02"", ""G03"", ""G21""], ""PRODUCT-GPS-C2"": [""G10"", ""G17"", ""G25"", ""G28"", ""G31"", ""G32""]}",2,7,5,G10;G17;G25;G31;G32,6,5
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:25:30,9,5,G02;G10;G21;G28;G31,"{""PRODUCT-GPS-C0"": [""G10"", ""G28"", ""G31""], ""PRODUCT-GPS-C1"": [""G02"", ""G21""]}",2,3,2,G10;G31,3,2
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:26:00,9,7,G02;G10;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C0"": [""G10"", ""G25"", ""G28"", ""G31"", ""G32""], ""PRODUCT-GPS-C1"": [""G02"", ""G21""]}",2,5,4,G10;G25;G31;G32,5,4
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:26:30,9,7,G02;G10;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C1"": [""G10"", ""G25"", ""G28"", ""G31"", ""G32""], ""PRODUCT-GPS-C4"": [""G02"", ""G21""]}",2,5,4,G10;G25;G31;G32,5,4
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:27:00,9,6,G02;G10;G21;G25;G28;G32,"{""PRODUCT-GPS-C0"": [""G10"", ""G25"", ""G28"", ""G32""], ""PRODUCT-GPS-C1"": [""G02"", ""G21""]}",2,4,3,G10;G25;G32,4,3
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:27:30,9,6,G02;G10;G21;G25;G28;G32,"{""PRODUCT-GPS-C0"": [""G10"", ""G25"", ""G28"", ""G32""], ""PRODUCT-GPS-C1"": [""G02"", ""G21""]}",2,4,3,G10;G25;G32,4,3
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:28:00,9,6,G02;G10;G21;G25;G28;G32,"{""PRODUCT-GPS-C0"": [""G10"", ""G25"", ""G28"", ""G32""], ""PRODUCT-GPS-C1"": [""G02"", ""G21""]}",2,4,3,G10;G25;G32,4,3
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:28:30,9,7,G02;G10;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C0"": [""G10"", ""G25"", ""G28"", ""G31"", ""G32""], ""PRODUCT-GPS-C3"": [""G02"", ""G21""]}",2,5,4,G10;G25;G31;G32,5,4
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:29:00,9,7,G02;G10;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C0"": [""G10"", ""G25"", ""G28"", ""G31"", ""G32""], ""PRODUCT-GPS-C3"": [""G02"", ""G21""]}",2,5,4,G10;G25;G31;G32,5,4
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:29:30,9,7,G02;G10;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C0"": [""G10"", ""G25"", ""G28"", ""G31"", ""G32""], ""PRODUCT-GPS-C1"": [""G02"", ""G21""]}",2,5,4,G10;G25;G31;G32,5,4
r48u_20260914_BREW_IF_round_feedback_fix1,BREW,IF,round_feedback,2024-07-17T00:30:00,9,7,G02;G10;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C0"": [""G10"", ""G25"", ""G28"", ""G31"", ""G32""], ""PRODUCT-GPS-C1"": [""G02"", ""G21""]}",2,5,4,G10;G25;G31;G32,5,4
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:03:00,9,0,,{},0,0,0,,0,0
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:03:30,9,0,,{},0,0,0,,0,0
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:04:00,9,0,,{},0,0,0,,0,0
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:04:30,9,0,,{},0,0,0,,0,0
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:05:00,9,0,,{},0,0,0,,0,0
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:05:30,9,0,,{},0,0,0,,0,0
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:06:00,9,0,,{},0,0,0,,0,0
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:06:30,9,0,,{},0,0,0,,0,0
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:07:00,9,0,,{},0,0,0,,0,0
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:07:30,9,0,,{},0,0,0,,0,0
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:08:00,9,0,,{},0,0,0,,0,0
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:08:30,9,0,,{},0,0,0,,0,0
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:09:00,9,0,,{},0,0,0,,0,0
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:09:30,9,0,,{},0,0,0,,0,0
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:10:00,9,2,G02;G21,"{""PRODUCT-GPS-C1"": [""G02"", ""G21""]}",1,1,1,G21,2,1
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:10:30,9,4,G03;G17;G25;G32,"{""PRODUCT-GPS-C0"": [""G03"", ""G17""], ""PRODUCT-GPS-C1"": [""G25"", ""G32""]}",2,2,1,G25,2,1
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:11:00,9,2,G02;G21,"{""PRODUCT-GPS-C1"": [""G02"", ""G21""]}",1,1,1,G21,2,1
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:11:30,9,5,G02;G10;G21;G28;G31,"{""PRODUCT-GPS-C3"": [""G02"", ""G21""], ""PRODUCT-GPS-C4"": [""G10"", ""G28"", ""G31""]}",2,3,2,G10;G31,3,2
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:12:00,9,5,G02;G10;G21;G28;G31,"{""PRODUCT-GPS-C3"": [""G02"", ""G21""], ""PRODUCT-GPS-C4"": [""G10"", ""G28"", ""G31""]}",2,3,2,G10;G31,3,2
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:12:30,9,5,G02;G10;G21;G28;G31,"{""PRODUCT-GPS-C3"": [""G02"", ""G21""], ""PRODUCT-GPS-C4"": [""G10"", ""G28"", ""G31""]}",2,3,2,G10;G31,3,2
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:13:00,9,5,G02;G10;G21;G28;G31,"{""PRODUCT-GPS-C3"": [""G02"", ""G21""], ""PRODUCT-GPS-C4"": [""G10"", ""G28"", ""G31""]}",2,3,2,G10;G31,3,2
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:13:30,9,5,G02;G10;G21;G28;G31,"{""PRODUCT-GPS-C3"": [""G02"", ""G21""], ""PRODUCT-GPS-C4"": [""G10"", ""G28"", ""G31""]}",2,3,2,G10;G31,3,2
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:14:00,9,5,G02;G10;G21;G28;G31,"{""PRODUCT-GPS-C3"": [""G02"", ""G21""], ""PRODUCT-GPS-C4"": [""G10"", ""G28"", ""G31""]}",2,3,2,G10;G31,3,2
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:14:30,9,5,G02;G10;G21;G28;G31,"{""PRODUCT-GPS-C3"": [""G02"", ""G21""], ""PRODUCT-GPS-C4"": [""G10"", ""G28"", ""G31""]}",2,3,2,G10;G31,3,2
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:15:00,9,5,G02;G10;G21;G28;G31,"{""PRODUCT-GPS-C3"": [""G02"", ""G21""], ""PRODUCT-GPS-C4"": [""G10"", ""G28"", ""G31""]}",2,3,2,G10;G31,3,2
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:15:30,9,5,G02;G10;G21;G28;G31,"{""PRODUCT-GPS-C3"": [""G02"", ""G21""], ""PRODUCT-GPS-C4"": [""G10"", ""G28"", ""G31""]}",2,3,2,G10;G31,3,2
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:16:00,9,5,G02;G10;G21;G28;G31,"{""PRODUCT-GPS-C3"": [""G02"", ""G21""], ""PRODUCT-GPS-C4"": [""G10"", ""G28"", ""G31""]}",2,3,2,G10;G31,3,2
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:16:30,9,5,G02;G10;G21;G28;G31,"{""PRODUCT-GPS-C3"": [""G02"", ""G21""], ""PRODUCT-GPS-C4"": [""G10"", ""G28"", ""G31""]}",2,3,2,G10;G31,3,2
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:17:00,9,8,G02;G03;G10;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C0"": [""G02"", ""G03"", ""G21""], ""PRODUCT-GPS-C2"": [""G10"", ""G25"", ""G28"", ""G31"", ""G32""]}",2,6,4,G10;G25;G31;G32,5,4
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:17:30,9,8,G02;G03;G10;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C0"": [""G02"", ""G03"", ""G21""], ""PRODUCT-GPS-C2"": [""G10"", ""G25"", ""G28"", ""G31"", ""G32""]}",2,6,4,G10;G25;G31;G32,5,4
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:18:00,9,8,G02;G03;G10;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C0"": [""G02"", ""G03"", ""G21""], ""PRODUCT-GPS-C2"": [""G10"", ""G25"", ""G28"", ""G31"", ""G32""]}",2,6,4,G10;G25;G31;G32,5,4
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:18:30,9,8,G02;G03;G10;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C0"": [""G02"", ""G03"", ""G21""], ""PRODUCT-GPS-C2"": [""G10"", ""G25"", ""G28"", ""G31"", ""G32""]}",2,6,4,G10;G25;G31;G32,5,4
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:19:00,9,8,G02;G03;G10;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C0"": [""G02"", ""G03"", ""G21""], ""PRODUCT-GPS-C2"": [""G10"", ""G25"", ""G28"", ""G31"", ""G32""]}",2,6,4,G10;G25;G31;G32,5,4
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:19:30,9,8,G02;G03;G10;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C0"": [""G02"", ""G03"", ""G21""], ""PRODUCT-GPS-C2"": [""G10"", ""G25"", ""G28"", ""G31"", ""G32""]}",2,6,4,G10;G25;G31;G32,5,4
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:20:00,9,7,G02;G10;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C1"": [""G10"", ""G25"", ""G28"", ""G31"", ""G32""], ""PRODUCT-GPS-C4"": [""G02"", ""G21""]}",2,5,4,G10;G25;G31;G32,5,4
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:20:30,9,9,G02;G03;G10;G17;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C0"": [""G02"", ""G03"", ""G21""], ""PRODUCT-GPS-C1"": [""G10"", ""G17"", ""G25"", ""G28"", ""G31"", ""G32""]}",2,7,5,G10;G17;G25;G31;G32,6,5
r48u_20260914_BREW_IF_ils_shadow_fix1,BREW,IF,ils_shadow,2024-07-17T00:21:00,9,7,G02;G10;G21;G25;G28;G31;G32,"{""PRODUCT-GPS-C1"": [""G10"", ""G25"", ""G28"", ""G31"", ""G32""], ""PRODUCT-GPS-C4"": [""G02"", ""G21""]}",2,5,4,G10;G25;G31;G32,5,4
