case,station,model,mode,time,receiver,system,stage,reference,satellite,mean,variance,fractional,perr,provisional_selected,selected,feedback
r48u_20260914_NICO_IF_round_feedback_fix1,NICO,IF,round_feedback,2024-07-17T00:29:30,NICO,GPS,USER_IF_WL_SD,G24,G25,1.81749,0.0257708,-0.182513,0.00210995,0,0,1
r48u_20260914_NICO_IF_round_feedback_fix1,NICO,IF,round_feedback,2024-07-17T00:29:30,NICO,GPS,USER_IF_WL_SD,G24,G32,3.99757,0.0983792,-0.00242622,0.136169,0,0,1
r48u_20260914_NICO_IF_round_feedback_fix1,NICO,IF,round_feedback,2024-07-17T00:29:30,NICO,GPS,USER_IF_L1_SD_CONDITIONAL,G24,G06,143.061,3.31633,0.060819,0.845106,0,0,1
r48u_20260914_NICO_IF_round_feedback_fix1,NICO,IF,round_feedback,2024-07-17T00:29:30,NICO,GPS,USER_IF_L1_SD_CONDITIONAL,G24,G12,-24.4668,0.181891,-0.466769,0.508996,0,0,1
r48u_20260914_NICO_IF_round_feedback_fix1,NICO,IF,round_feedback,2024-07-17T00:29:30,NICO,GPS,USER_IF_L1_SD_CONDITIONAL,G24,G19,67.2365,3.81553,0.236534,0.85603,0,0,1
r48u_20260914_NICO_IF_round_feedback_fix1,NICO,IF,round_feedback,2024-07-17T00:30:00,NICO,GPS,USER_IF_WL_SD,G24,G06,-15.0106,0.0162839,-0.0105678,4.52842e-07,1,1,1
r48u_20260914_NICO_IF_round_feedback_fix1,NICO,IF,round_feedback,2024-07-17T00:30:00,NICO,GPS,USER_IF_WL_SD,G24,G11,-30.0878,0.0461897,-0.0878446,0.0130943,0,0,1
r48u_20260914_NICO_IF_round_feedback_fix1,NICO,IF,round_feedback,2024-07-17T00:30:00,NICO,GPS,USER_IF_WL_SD,G24,G12,29.0148,0.0107329,0.0148232,1.91134e-10,1,1,1
r48u_20260914_NICO_IF_round_feedback_fix1,NICO,IF,round_feedback,2024-07-17T00:30:00,NICO,GPS,USER_IF_WL_SD,G24,G19,12.0057,0.0226669,0.00569028,3.26933e-05,1,1,1
r48u_20260914_NICO_IF_round_feedback_fix1,NICO,IF,round_feedback,2024-07-17T00:30:00,NICO,GPS,USER_IF_WL_SD,G24,G25,1.81327,0.0246675,-0.186732,0.00174493,0,0,1
r48u_20260914_NICO_IF_round_feedback_fix1,NICO,IF,round_feedback,2024-07-17T00:30:00,NICO,GPS,USER_IF_WL_SD,G24,G32,3.99568,0.0940876,-0.00431597,0.123106,0,0,1
r48u_20260914_NICO_IF_round_feedback_fix1,NICO,IF,round_feedback,2024-07-17T00:30:00,NICO,GPS,USER_IF_L1_SD_CONDITIONAL,G24,G06,143.026,3.2627,0.0260859,0.843807,0,0,1
r48u_20260914_NICO_IF_round_feedback_fix1,NICO,IF,round_feedback,2024-07-17T00:30:00,NICO,GPS,USER_IF_L1_SD_CONDITIONAL,G24,G12,-24.4645,0.18146,-0.464517,0.507332,0,0,1
r48u_20260914_NICO_IF_round_feedback_fix1,NICO,IF,round_feedback,2024-07-17T00:30:00,NICO,GPS,USER_IF_L1_SD_CONDITIONAL,G24,G19,67.2,3.75597,0.2,0.854756,0,0,1
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:10:30,NICO,GPS,USER_IF_WL_SD,G24,G06,-14.9711,0.448514,0.0288969,0.578978,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:10:30,NICO,GPS,USER_IF_WL_SD,G24,G12,29.3051,0.297308,0.30511,0.521593,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:10:30,NICO,GPS,USER_IF_WL_SD,G24,G19,12.0739,0.479968,0.0738907,0.593974,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:10:30,NICO,GPS,USER_IF_WL_SD,G24,G22,44.1184,3.38011,0.118381,0.846685,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:10:30,NICO,GPS,USER_IF_WL_SD,G24,G25,1.96974,0.832064,-0.0302573,0.69083,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:10:30,NICO,GPS,USER_IF_WL_SD,G24,G32,3.94072,3.48315,-0.0592841,0.848843,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:17:00,NICO,GPS,USER_IF_WL_SD,G24,G06,-15.094,0.432634,-0.0940083,0.573306,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:17:00,NICO,GPS,USER_IF_WL_SD,G24,G12,29.1907,0.281959,0.190736,0.485615,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:17:00,NICO,GPS,USER_IF_WL_SD,G24,G19,12.2017,0.515411,0.201736,0.614748,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:17:00,NICO,GPS,USER_IF_WL_SD,G24,G25,1.88029,0.71741,-0.119709,0.668608,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:17:00,NICO,GPS,USER_IF_WL_SD,G24,G32,4.15502,2.84352,0.155016,0.833054,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:17:30,NICO,GPS,USER_IF_WL_SD,G24,G06,-15.0807,0.216201,-0.0806985,0.398069,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:17:30,NICO,GPS,USER_IF_WL_SD,G24,G12,29.1484,0.140875,0.148394,0.280514,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:17:30,NICO,GPS,USER_IF_WL_SD,G24,G19,12.2097,0.258881,0.209658,0.468624,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:17:30,NICO,GPS,USER_IF_WL_SD,G24,G25,1.88859,0.357003,-0.111413,0.53196,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:17:30,NICO,GPS,USER_IF_WL_SD,G24,G32,4.23104,1.41225,0.231038,0.764855,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:18:00,NICO,GPS,USER_IF_WL_SD,G24,G06,-15.032,0.142692,-0.0320084,0.259744,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:18:00,NICO,GPS,USER_IF_WL_SD,G24,G12,29.1298,0.0938313,0.129818,0.148259,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:18:00,NICO,GPS,USER_IF_WL_SD,G24,G19,12.2423,0.173369,0.242273,0.377548,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:18:00,NICO,GPS,USER_IF_WL_SD,G24,G25,1.87747,0.236854,-0.12253,0.429549,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:18:00,NICO,GPS,USER_IF_WL_SD,G24,G32,4.21592,0.935183,0.215917,0.711906,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:18:30,NICO,GPS,USER_IF_WL_SD,G24,G06,-15.0177,0.106379,-0.0176758,0.160756,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:18:30,NICO,GPS,USER_IF_WL_SD,G24,G12,29.118,0.0703166,0.11799,0.0727571,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:18:30,NICO,GPS,USER_IF_WL_SD,G24,G19,12.2443,0.130634,0.244303,0.304043,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:18:30,NICO,GPS,USER_IF_WL_SD,G24,G25,1.87318,0.176798,-0.126818,0.34504,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:18:30,NICO,GPS,USER_IF_WL_SD,G24,G32,4.18478,0.696587,0.18478,0.666124,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:19:00,NICO,GPS,USER_IF_WL_SD,G24,G06,-15.014,0.0846461,-0.0140081,0.0947675,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:19:00,NICO,GPS,USER_IF_WL_SD,G24,G12,29.1061,0.0562115,0.106061,0.0334732,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:19:00,NICO,GPS,USER_IF_WL_SD,G24,G19,12.2334,0.105006,0.233355,0.237833,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:19:00,NICO,GPS,USER_IF_WL_SD,G24,G25,1.87435,0.140777,-0.125652,0.272891,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:19:00,NICO,GPS,USER_IF_WL_SD,G24,G32,4.18137,0.553573,0.181371,0.626444,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:19:30,NICO,GPS,USER_IF_WL_SD,G24,G06,-14.9967,0.0703937,0.00329874,0.0542687,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:19:30,NICO,GPS,USER_IF_WL_SD,G24,G12,29.0972,0.04681,0.0971663,0.0149988,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:19:30,NICO,GPS,USER_IF_WL_SD,G24,G19,12.2163,0.087928,0.216332,0.177923,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:19:30,NICO,GPS,USER_IF_WL_SD,G24,G25,1.87413,0.11677,-0.125869,0.213024,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:19:30,NICO,GPS,USER_IF_WL_SD,G24,G32,4.17258,0.458315,0.172583,0.590025,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:20:00,NICO,GPS,USER_IF_WL_SD,G24,G06,-14.9954,0.0605365,0.00460622,0.0311932,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:20:00,NICO,GPS,USER_IF_WL_SD,G24,G12,29.0904,0.0401995,0.0903924,0.00673057,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:20:00,NICO,GPS,USER_IF_WL_SD,G24,G19,12.1579,0.0759761,0.157931,0.105915,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:20:00,NICO,GPS,USER_IF_WL_SD,G24,G25,1.88232,0.0997793,-0.117677,0.161525,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:20:00,NICO,GPS,USER_IF_WL_SD,G24,G32,4.15367,0.390548,0.153668,0.555376,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:20:30,NICO,GPS,USER_IF_WL_SD,G24,G06,-14.9884,0.0528313,0.0115713,0.017414,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:20:30,NICO,GPS,USER_IF_WL_SD,G24,G11,-21.1574,0.344308,-0.15745,0.527824,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:20:30,NICO,GPS,USER_IF_WL_SD,G24,G12,29.0746,0.03514,0.0745589,0.00262422,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:20:30,NICO,GPS,USER_IF_WL_SD,G24,G19,12.1359,0.0667799,0.135859,0.0689132,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:20:30,NICO,GPS,USER_IF_WL_SD,G24,G25,1.87218,0.0868899,-0.127818,0.126241,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:20:30,NICO,GPS,USER_IF_WL_SD,G24,G32,4.12553,0.339552,0.125527,0.521477,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:21:00,NICO,GPS,USER_IF_WL_SD,G24,G06,-14.9978,0.0470724,0.00221385,0.00978043,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:21:00,NICO,GPS,USER_IF_WL_SD,G24,G12,29.0698,0.0312663,0.0697729,0.00113718,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:21:00,NICO,GPS,USER_IF_WL_SD,G24,G19,12.0938,0.0597725,0.0937514,0.0388278,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:21:00,NICO,GPS,USER_IF_WL_SD,G24,G25,1.85667,0.0769499,-0.143326,0.102192,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:21:00,NICO,GPS,USER_IF_WL_SD,G24,G32,4.12459,0.300041,0.124592,0.491627,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:21:30,NICO,GPS,USER_IF_WL_SD,G24,G06,-14.9892,0.0422842,0.0107939,0.00542601,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:21:30,NICO,GPS,USER_IF_WL_SD,G24,G11,-21.2413,0.173675,-0.241278,0.377581,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:21:30,NICO,GPS,USER_IF_WL_SD,G24,G12,29.0592,0.0281111,0.0592233,0.000441402,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:21:30,NICO,GPS,USER_IF_WL_SD,G24,G19,12.0747,0.0540379,0.0746609,0.0238582,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:21:30,NICO,GPS,USER_IF_WL_SD,G24,G25,1.84006,0.0689254,-0.159939,0.085245,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:21:30,NICO,GPS,USER_IF_WL_SD,G24,G32,4.12987,0.268357,0.129865,0.463956,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:22:00,NICO,GPS,USER_IF_WL_SD,G24,G06,-14.9843,0.0383831,0.0156713,0.00302009,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:22:00,NICO,GPS,USER_IF_WL_SD,G24,G11,-21.2854,0.117003,-0.28537,0.303984,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:22:00,NICO,GPS,USER_IF_WL_SD,G24,G12,29.0449,0.0255319,0.0449046,0.000157902,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:22:00,NICO,GPS,USER_IF_WL_SD,G24,G19,12.0634,0.0493525,0.0633609,0.0150801,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:22:00,NICO,GPS,USER_IF_WL_SD,G24,G25,1.83765,0.0623652,-0.162352,0.0668834,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:22:00,NICO,GPS,USER_IF_WL_SD,G24,G32,4.14765,0.242463,0.14765,0.43989,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:22:30,NICO,GPS,USER_IF_WL_SD,G24,G06,-14.982,0.0351437,0.0179641,0.00167848,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:22:30,NICO,GPS,USER_IF_WL_SD,G24,G11,-21.267,0.0885061,-0.266974,0.219647,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:22:30,NICO,GPS,USER_IF_WL_SD,G24,G12,29.0293,0.0233841,0.029328,5.47349e-05,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:22:30,NICO,GPS,USER_IF_WL_SD,G24,G19,12.0621,0.0454531,0.0621016,0.0100522,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:22:30,NICO,GPS,USER_IF_WL_SD,G24,G25,1.84298,0.0569027,-0.157023,0.0496276,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:22:30,NICO,GPS,USER_IF_WL_SD,G24,G32,4.16118,0.220912,0.161182,0.417304,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:23:00,NICO,GPS,USER_IF_WL_SD,G24,G06,-14.9798,0.0324111,0.0201683,0.000936313,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:23:00,NICO,GPS,USER_IF_WL_SD,G24,G11,-21.258,0.0712946,-0.258028,0.158374,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:23:00,NICO,GPS,USER_IF_WL_SD,G24,G12,29.0175,0.0215679,0.0174617,2.00276e-05,1,1,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:23:00,NICO,GPS,USER_IF_WL_SD,G24,G19,12.064,0.0421575,0.0639578,0.00687292,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:23:00,NICO,GPS,USER_IF_WL_SD,G24,G25,1.85263,0.052284,-0.147375,0.0350861,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:23:00,NICO,GPS,USER_IF_WL_SD,G24,G32,4.16674,0.2027,0.166742,0.394755,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:23:00,NICO,GPS,USER_IF_L1_SD_CONDITIONAL,G24,G12,-10.5145,0.845153,0.485496,0.713815,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:23:30,NICO,GPS,USER_IF_WL_SD,G24,G06,-14.9882,0.0301172,0.0117625,0.000505833,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:23:30,NICO,GPS,USER_IF_WL_SD,G24,G12,29.0091,0.0200335,0.00907739,7.80707e-06,1,1,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:23:30,NICO,GPS,USER_IF_WL_SD,G24,G19,12.0475,0.0393717,0.0474766,0.00413187,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:23:30,NICO,GPS,USER_IF_WL_SD,G24,G25,1.85711,0.0483567,-0.142893,0.0255394,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:23:30,NICO,GPS,USER_IF_WL_SD,G24,G32,4.156,0.187148,0.155995,0.369208,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:23:30,NICO,GPS,USER_IF_L1_SD_CONDITIONAL,G24,G12,-10.7104,0.813826,0.289586,0.695252,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:24:00,NICO,GPS,USER_IF_WL_SD,G24,G06,-14.9999,0.0281279,0.000147169,0.000276,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:24:00,NICO,GPS,USER_IF_WL_SD,G24,G12,29,0.0187015,-1.96457e-05,3.1291e-06,1,1,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:24:00,NICO,GPS,USER_IF_WL_SD,G24,G19,12.0307,0.0369543,0.0306873,0.00250205,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:24:00,NICO,GPS,USER_IF_WL_SD,G24,G25,1.84795,0.0449513,-0.152047,0.0211047,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:24:00,NICO,GPS,USER_IF_WL_SD,G24,G32,4.13342,0.173682,0.133425,0.341163,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:24:00,NICO,GPS,USER_IF_L1_SD_CONDITIONAL,G24,G12,-10.8225,0.783651,0.177465,0.684521,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:24:30,NICO,GPS,USER_IF_WL_SD,G24,G06,-15.0094,0.0263862,-0.00936939,0.000155951,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:24:30,NICO,GPS,USER_IF_WL_SD,G24,G12,28.9959,0.0175343,-0.00409865,1.29391e-06,1,1,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:24:30,NICO,GPS,USER_IF_WL_SD,G24,G19,12.0137,0.0348379,0.0137482,0.00155675,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:24:30,NICO,GPS,USER_IF_WL_SD,G24,G25,1.83315,0.0419708,-0.166848,0.0188862,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:24:30,NICO,GPS,USER_IF_WL_SD,G24,G32,4.10463,0.161913,0.104629,0.312514,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:24:30,NICO,GPS,USER_IF_L1_SD_CONDITIONAL,G24,G12,-10.9499,0.75481,0.0500808,0.675574,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:25:00,NICO,GPS,USER_IF_WL_SD,G24,G06,-15.0214,0.0248489,-0.0214298,9.35016e-05,1,1,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:25:00,NICO,GPS,USER_IF_WL_SD,G24,G12,28.9921,0.0165031,-0.00785059,5.42256e-07,1,1,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:25:00,NICO,GPS,USER_IF_WL_SD,G24,G19,11.9981,0.03297,-0.00189896,0.00101782,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:25:00,NICO,GPS,USER_IF_WL_SD,G24,G25,1.82286,0.0393406,-0.177137,0.0164246,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:25:00,NICO,GPS,USER_IF_WL_SD,G24,G32,4.07852,0.15154,0.0785223,0.285852,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:25:00,NICO,GPS,USER_IF_L1_SD_CONDITIONAL,G24,G06,43.6689,3.90898,-0.331069,0.858218,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:25:00,NICO,GPS,USER_IF_L1_SD_CONDITIONAL,G24,G12,-10.9931,0.724167,0.00687808,0.668511,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:26:00,NICO,GPS,USER_IF_WL_SD,G24,G06,-15.0203,0.0234603,-0.0202564,5.15599e-05,1,1,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:26:00,NICO,GPS,USER_IF_WL_SD,G24,G12,28.9911,0.0155727,-0.00888778,2.22029e-07,1,1,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:26:00,NICO,GPS,USER_IF_WL_SD,G24,G19,11.9978,0.0313086,-0.00215606,0.000680991,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:26:00,NICO,GPS,USER_IF_WL_SD,G24,G25,1.82111,0.0369681,-0.17889,0.01293,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:26:00,NICO,GPS,USER_IF_WL_SD,G24,G32,4.05867,0.142226,0.058666,0.261525,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:26:00,NICO,GPS,USER_IF_L1_SD_CONDITIONAL,G24,G06,143.139,3.79795,0.139369,0.855357,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:26:00,NICO,GPS,USER_IF_L1_SD_CONDITIONAL,G24,G12,-24.4794,0.185148,-0.479407,0.518677,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:26:30,NICO,GPS,USER_IF_WL_SD,G24,G06,-15.0216,0.0222559,-0.0215983,2.96364e-05,1,1,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:26:30,NICO,GPS,USER_IF_WL_SD,G24,G12,28.9959,0.014752,-0.00409847,8.81602e-08,1,1,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:26:30,NICO,GPS,USER_IF_WL_SD,G24,G19,11.9887,0.0298461,-0.0113413,0.00046864,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:26:30,NICO,GPS,USER_IF_WL_SD,G24,G25,1.81392,0.0348692,-0.186077,0.0110236,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:26:30,NICO,GPS,USER_IF_WL_SD,G24,G32,4.03897,0.133956,0.0389677,0.238888,0,0,0
r48u_20260914_NICO_IF_ils_shadow_fix1,NICO,IF,ils_shadow,2024-07-17T00:26:30,NICO,GPS,USER_IF_L1_SD_CONDITIONAL,G24,G06,143.156,3.72887,0.156497,0.854085,0,0,0
