case,station,model,mode,time,receiver,system,stage,candidates,provisional_selected,selected,joint_nis,joint_threshold,joint_rank,maximum_perr,reliability_gate,feedback,passed
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:16:00,BREW,GPS,USER_IF_WL_SD,2,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:16:30,BREW,GPS,USER_IF_WL_SD,2,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:17:00,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:17:30,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:18:00,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:18:30,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:19:00,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:19:30,BREW,GPS,USER_IF_WL_SD,4,1,0,3.73587,23.9281,1,0.00962996,0,1,False
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:20:00,BREW,GPS,USER_IF_WL_SD,4,1,0,4.05321,23.9281,1,0.00779742,0,1,False
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:20:30,BREW,GPS,USER_IF_WL_SD,5,1,0,4.18006,23.9281,1,0.00532601,0,1,False
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:21:00,BREW,GPS,USER_IF_WL_SD,4,1,0,4.18458,23.9281,1,0.00326936,0,1,False
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:21:30,BREW,GPS,USER_IF_WL_SD,4,1,0,4.56674,23.9281,1,0.00276827,0,1,False
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:22:00,BREW,GPS,USER_IF_WL_SD,5,1,0,5.14076,23.9281,1,0.00274439,0,1,False
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:22:30,BREW,GPS,USER_IF_WL_SD,5,1,0,5.32244,23.9281,1,0.00194334,0,1,False
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:23:00,BREW,GPS,USER_IF_WL_SD,5,1,0,5.55437,23.9281,1,0.00143171,0,1,False
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:23:30,BREW,GPS,USER_IF_WL_SD,4,1,1,5.64156,23.9281,1,0.000934104,1,1,True
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:23:30,BREW,GPS,USER_IF_L1_SD_CONDITIONAL,1,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:24:00,BREW,GPS,USER_IF_WL_SD,5,1,1,6.09099,23.9281,1,0.000827661,1,1,True
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:24:00,BREW,GPS,USER_IF_L1_SD_CONDITIONAL,1,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:24:30,BREW,GPS,USER_IF_WL_SD,5,2,0,9.3207,27.631,2,0.0469583,0,1,False
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:25:00,BREW,GPS,USER_IF_WL_SD,5,2,0,9.98921,27.631,2,0.0415638,0,1,False
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:25:30,BREW,GPS,USER_IF_WL_SD,2,1,1,8.00358,23.9281,1,0.000872214,1,1,True
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:25:30,BREW,GPS,USER_IF_L1_SD_CONDITIONAL,1,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:26:00,BREW,GPS,USER_IF_WL_SD,4,2,0,10.2764,27.631,2,0.0286591,0,1,False
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:26:00,BREW,GPS,USER_IF_L1_SD_CONDITIONAL,1,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:26:30,BREW,GPS,USER_IF_WL_SD,4,2,0,11.093,27.631,2,0.0287266,0,1,False
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:26:30,BREW,GPS,USER_IF_L1_SD_CONDITIONAL,1,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:27:00,BREW,GPS,USER_IF_WL_SD,3,1,0,6.20947,23.9281,1,0.0266265,0,1,False
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:27:30,BREW,GPS,USER_IF_WL_SD,3,1,0,6.35417,23.9281,1,0.0208036,0,1,False
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:28:00,BREW,GPS,USER_IF_WL_SD,3,1,0,6.95286,23.9281,1,0.0222758,0,1,False
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:28:30,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:29:00,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:29:30,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,1,False
r48u_20260914_BREW_IF_ils_feedback_fix1,BREW,IF,ils_feedback,2024-07-17T00:30:00,BREW,GPS,USER_IF_WL_SD,4,0,0,nan,nan,0,0,0,1,False
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:10:30,MARS,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:17:00,MARS,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:17:30,MARS,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:18:00,MARS,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:18:30,MARS,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:19:00,MARS,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:19:30,MARS,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:20:00,MARS,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:20:30,MARS,GPS,USER_IF_WL_SD,6,1,0,0.00830633,23.9281,1,0.00131674,0,0,False
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:21:00,MARS,GPS,USER_IF_WL_SD,5,2,0,0.267354,27.631,2,0.0018046,0,0,False
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:21:30,MARS,GPS,USER_IF_WL_SD,6,2,0,0.364773,27.631,2,0.00101743,0,0,False
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:22:00,MARS,GPS,USER_IF_WL_SD,6,2,2,0.414657,27.631,2,0.000512595,1,0,True
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:22:00,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,2,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:22:30,MARS,GPS,USER_IF_WL_SD,6,2,2,0.430225,27.631,2,0.000239932,1,0,True
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:22:30,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,2,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:23:00,MARS,GPS,USER_IF_WL_SD,6,3,0,0.448553,30.6648,3,0.00108564,0,0,False
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:23:00,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,2,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:23:30,MARS,GPS,USER_IF_WL_SD,5,3,3,0.489333,30.6648,3,0.000629559,1,0,True
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:23:30,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:24:00,MARS,GPS,USER_IF_WL_SD,5,3,3,0.58433,30.6648,3,0.000372154,1,0,True
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:24:00,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:24:30,MARS,GPS,USER_IF_WL_SD,5,3,3,0.73021,30.6648,3,0.000222561,1,0,True
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:24:30,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:25:00,MARS,GPS,USER_IF_WL_SD,5,3,3,0.941395,30.6648,3,0.000132936,1,0,True
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:25:00,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:26:00,MARS,GPS,USER_IF_WL_SD,5,3,3,1.11597,30.6648,3,7.88414e-05,1,0,True
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:26:00,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:26:30,MARS,GPS,USER_IF_WL_SD,5,3,3,1.27175,30.6648,3,4.82746e-05,1,0,True
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:26:30,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:27:00,MARS,GPS,USER_IF_WL_SD,6,3,3,1.37614,30.6648,3,2.8056e-05,1,0,True
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:27:00,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:27:30,MARS,GPS,USER_IF_WL_SD,6,3,3,1.38242,30.6648,3,1.52787e-05,1,0,True
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:27:30,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:28:00,MARS,GPS,USER_IF_WL_SD,6,3,3,1.42398,30.6648,3,8.46628e-06,1,0,True
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:28:00,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:28:30,MARS,GPS,USER_IF_WL_SD,6,3,3,1.4513,30.6648,3,4.85286e-06,1,0,True
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:28:30,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:29:00,MARS,GPS,USER_IF_WL_SD,6,3,3,1.518,30.6648,3,2.74572e-06,1,0,True
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:29:00,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:29:30,MARS,GPS,USER_IF_WL_SD,7,3,3,1.5969,30.6648,3,1.56364e-06,1,0,True
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:29:30,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:30:00,MARS,GPS,USER_IF_WL_SD,7,3,3,1.70496,30.6648,3,8.58242e-07,1,0,True
r48u_20260914_MARS_IF_round_shadow_fix1,MARS,IF,round_shadow,2024-07-17T00:30:00,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:10:30,MARS,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,1,False
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:17:00,MARS,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,1,False
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:17:30,MARS,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,1,False
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:18:00,MARS,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,1,False
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:18:30,MARS,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,1,False
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:19:00,MARS,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,1,False
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:19:30,MARS,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,1,False
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:20:00,MARS,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,1,False
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:20:30,MARS,GPS,USER_IF_WL_SD,6,1,0,0.00830633,23.9281,1,0.00131674,0,1,False
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:21:00,MARS,GPS,USER_IF_WL_SD,5,2,0,0.267354,27.631,2,0.0018046,0,1,False
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:21:30,MARS,GPS,USER_IF_WL_SD,6,2,0,0.364773,27.631,2,0.00101743,0,1,False
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:22:00,MARS,GPS,USER_IF_WL_SD,6,2,2,0.414657,27.631,2,0.000512595,1,1,True
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:22:00,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,2,0,0,nan,nan,0,0,0,1,False
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:22:30,MARS,GPS,USER_IF_WL_SD,6,2,2,0.430225,27.631,2,0.000239932,1,1,True
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:22:30,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,2,0,0,nan,nan,0,0,0,1,False
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:23:00,MARS,GPS,USER_IF_WL_SD,6,3,0,0.448553,30.6648,3,0.00108564,0,1,False
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:23:00,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,2,0,0,nan,nan,0,0,0,1,False
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:23:30,MARS,GPS,USER_IF_WL_SD,5,3,3,0.489333,30.6648,3,0.000629559,1,1,True
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:23:30,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,1,False
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:24:00,MARS,GPS,USER_IF_WL_SD,5,3,3,0.58433,30.6648,3,0.000372154,1,1,True
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:24:00,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,1,False
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:24:30,MARS,GPS,USER_IF_WL_SD,5,3,3,0.73021,30.6648,3,0.000222561,1,1,True
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:24:30,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,1,False
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:25:00,MARS,GPS,USER_IF_WL_SD,5,3,3,0.941395,30.6648,3,0.000132936,1,1,True
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:25:00,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,1,False
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:26:00,MARS,GPS,USER_IF_WL_SD,5,3,3,1.11597,30.6648,3,7.88414e-05,1,1,True
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:26:00,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,1,False
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:26:30,MARS,GPS,USER_IF_WL_SD,5,3,3,1.27175,30.6648,3,4.82746e-05,1,1,True
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:26:30,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,1,False
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:27:00,MARS,GPS,USER_IF_WL_SD,6,3,3,1.37614,30.6648,3,2.8056e-05,1,1,True
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:27:00,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,1,False
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:27:30,MARS,GPS,USER_IF_WL_SD,6,3,3,1.38242,30.6648,3,1.52787e-05,1,1,True
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:27:30,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,1,False
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:28:00,MARS,GPS,USER_IF_WL_SD,6,3,3,1.42398,30.6648,3,8.46628e-06,1,1,True
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:28:00,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,1,False
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:28:30,MARS,GPS,USER_IF_WL_SD,6,3,3,1.4513,30.6648,3,4.85286e-06,1,1,True
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:28:30,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,1,False
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:29:00,MARS,GPS,USER_IF_WL_SD,6,3,3,1.518,30.6648,3,2.74572e-06,1,1,True
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:29:00,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,1,False
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:29:30,MARS,GPS,USER_IF_WL_SD,7,3,3,1.5969,30.6648,3,1.56364e-06,1,1,True
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:29:30,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,1,False
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:30:00,MARS,GPS,USER_IF_WL_SD,7,3,3,1.70496,30.6648,3,8.58242e-07,1,1,True
r48u_20260914_MARS_IF_round_feedback_fix1,MARS,IF,round_feedback,2024-07-17T00:30:00,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,3,0,0,nan,nan,0,0,0,1,False
r48u_20260914_MARS_IF_ils_shadow_fix1,MARS,IF,ils_shadow,2024-07-17T00:10:30,MARS,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_ils_shadow_fix1,MARS,IF,ils_shadow,2024-07-17T00:17:00,MARS,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_ils_shadow_fix1,MARS,IF,ils_shadow,2024-07-17T00:17:30,MARS,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_ils_shadow_fix1,MARS,IF,ils_shadow,2024-07-17T00:18:00,MARS,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_ils_shadow_fix1,MARS,IF,ils_shadow,2024-07-17T00:18:30,MARS,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_ils_shadow_fix1,MARS,IF,ils_shadow,2024-07-17T00:19:00,MARS,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_ils_shadow_fix1,MARS,IF,ils_shadow,2024-07-17T00:19:30,MARS,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_ils_shadow_fix1,MARS,IF,ils_shadow,2024-07-17T00:20:00,MARS,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_ils_shadow_fix1,MARS,IF,ils_shadow,2024-07-17T00:20:30,MARS,GPS,USER_IF_WL_SD,6,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_ils_shadow_fix1,MARS,IF,ils_shadow,2024-07-17T00:21:00,MARS,GPS,USER_IF_WL_SD,5,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_ils_shadow_fix1,MARS,IF,ils_shadow,2024-07-17T00:21:30,MARS,GPS,USER_IF_WL_SD,6,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_ils_shadow_fix1,MARS,IF,ils_shadow,2024-07-17T00:22:00,MARS,GPS,USER_IF_WL_SD,6,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_ils_shadow_fix1,MARS,IF,ils_shadow,2024-07-17T00:22:30,MARS,GPS,USER_IF_WL_SD,6,1,1,0.049957,23.9281,1,4.48941e-05,1,0,True
r48u_20260914_MARS_IF_ils_shadow_fix1,MARS,IF,ils_shadow,2024-07-17T00:22:30,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,1,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_ils_shadow_fix1,MARS,IF,ils_shadow,2024-07-17T00:23:00,MARS,GPS,USER_IF_WL_SD,6,2,2,0.447894,27.631,2,0.000112313,1,0,True
r48u_20260914_MARS_IF_ils_shadow_fix1,MARS,IF,ils_shadow,2024-07-17T00:23:00,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,2,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_ils_shadow_fix1,MARS,IF,ils_shadow,2024-07-17T00:23:30,MARS,GPS,USER_IF_WL_SD,5,2,2,0.489271,27.631,2,5.64629e-05,1,0,True
r48u_20260914_MARS_IF_ils_shadow_fix1,MARS,IF,ils_shadow,2024-07-17T00:23:30,MARS,GPS,USER_IF_L1_SD_CONDITIONAL,2,0,0,nan,nan,0,0,0,0,False
r48u_20260914_MARS_IF_ils_shadow_fix1,MARS,IF,ils_shadow,2024-07-17T00:24:00,MARS,GPS,USER_IF_WL_SD,5,2,2,0.584294,27.631,2,3.22161e-05,1,0,True
