station,mode,time,east_m,north_m,up_m,horizontal_m,error_3d_m,ambiguity_states,product_eligible_ambiguity_states,common_component_satellites,named_rank,wl_stage_selected,wl_stage_passed,l1_stage_selected,l1_stage_passed,newly_fixed,held_integer_rank,ar_summary_present
NICO,float,2024-07-17T00:08:30,0.599188,0.104299,-1.19586,0.6081977809438308,1.3416354498689276,8,0,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:09:00,0.559157,0.152524,-1.05786,0.5795861637625591,1.2062287929016617,8,0,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:09:30,0.522482,0.153862,-0.90108,0.5446659117000071,1.0529036621495815,8,0,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:10:00,0.508876,0.137773,-0.712787,0.527196531575275,0.8865672508467701,8,0,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:10:30,0.507849,0.0974022,-0.5389,0.5171052072507489,0.7468674617131477,8,6,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:11:00,0.521006,0.0730169,-0.333976,0.5260976332598446,0.6231522192029889,8,0,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:11:30,0.540001,0.0383339,-0.148323,0.5413599245328471,0.5613112151197497,9,0,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:12:00,0.56687,0.0042363,-0.0125645,0.5668858290147055,0.56702505217842,9,0,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:12:30,0.567054,-0.031133,-0.0137095,0.5679080054066855,0.5680734573937158,9,0,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:13:00,0.582487,-0.061383,0.0660629,0.5857123678547346,0.5894262333951636,9,0,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:13:30,0.585874,-0.0901386,0.101878,0.5927675017120625,0.6014585920659543,9,0,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:14:00,0.596617,-0.10821,0.15659,0.6063507638232181,0.6262441032768292,9,0,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:14:30,0.60197,-0.111531,0.215159,0.6122148682129502,0.648922522449329,8,0,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:15:00,0.592592,-0.120076,0.230763,0.6046350339171557,0.6471746954331574,8,0,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:15:30,0.592325,-0.127881,0.295679,0.6059723226237317,0.6742614677015142,8,0,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:16:00,0.580968,-0.133359,0.323038,0.5960775452111915,0.6779837677621788,8,0,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:16:30,0.589025,-0.148143,0.424784,0.6073687504918244,0.7411735597887987,8,0,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:17:00,0.582891,-0.130929,0.452379,0.5974146976112992,0.749367120017285,8,5,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:17:30,0.570582,-0.124719,0.454462,0.5840536342537388,0.7400367268784706,8,5,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:18:00,0.568402,-0.0972373,0.486865,0.5766592807848409,0.7547009038952385,8,5,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:18:30,0.55122,-0.0834071,0.472198,0.5574946033195389,0.7305964576525197,8,5,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:19:00,0.546912,-0.0713314,0.510514,0.5515441091789123,0.7515487000627171,8,6,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:19:30,0.524984,-0.0719744,0.504016,0.5298948145730056,0.7313143255586889,8,6,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:20:00,0.493191,-0.068304,0.46101,0.497898382099199,0.6785521490622515,8,5,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:20:30,0.421455,-0.0710556,0.0322507,0.4274028723772923,0.4286179218918057,8,8,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:21:00,0.400591,-0.0757049,0.0791125,0.40768171551470145,0.4152868512501449,8,5,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:21:30,0.366394,-0.0789393,-0.125618,0.37480124909142176,0.3952921176098633,8,6,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:22:00,0.341193,-0.0777957,-0.27176,0.34994975951912016,0.443078245671676,8,7,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:22:30,0.311693,-0.0760548,-0.428876,0.32083774536678195,0.5356038482199694,8,7,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:23:00,0.289903,-0.0779776,-0.48458,0.30020702108838165,0.5700368689047753,8,7,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:23:30,0.292464,-0.0749056,-0.363482,0.3019040248280238,0.4725094755995482,8,6,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:24:00,0.2923,-0.0698367,-0.282194,0.30052696163054987,0.4122498129810249,7,6,,,0,False,0,False,0,,False
NICO,float,2024-07-17T00:24:30,0.304393,-0.0613253,-0.212995,0.31050908339224154,0.3765405169355484,7,6,,,0,False,0,False,0,,False
NICO,ar,2024-07-17T00:03:00,-0.0568621,-0.434299,-1.66956,0.43800561619391365,1.7260589542125755,8,0,,,0,False,0,False,0,,False
NICO,ar,2024-07-17T00:03:30,2.47756,0.487355,-5.14978,2.525038306565863,5.735508041841193,7,0,,,0,False,0,False,0,,False
NICO,ar,2024-07-17T00:04:00,1.64257,0.413377,-3.7288,1.6937876930208815,4.095468982794157,7,0,,,0,False,0,False,0,,False
NICO,ar,2024-07-17T00:04:30,1.27253,0.290349,-3.01097,1.305233750215263,3.281703137640728,7,0,,,0,False,0,False,0,,False
NICO,ar,2024-07-17T00:05:00,1.08502,-0.0290807,-2.66844,1.0854096404180729,2.8807440221429754,7,0,,,0,False,0,False,0,,False
NICO,ar,2024-07-17T00:05:30,0.98678,-0.374016,-2.4284,1.0552832494908653,2.6477819579142086,7,0,,,0,False,0,False,0,,False
NICO,ar,2024-07-17T00:06:00,0.925372,-0.394063,-2.17804,1.005782772945033,2.399053402480445,7,0,,,0,False,0,False,0,,False
NICO,ar,2024-07-17T00:06:30,0.859055,-0.247557,-1.87606,0.8940134010595143,2.078186970624636,7,0,,,0,False,0,False,0,,False
NICO,ar,2024-07-17T00:07:00,0.776161,-0.177269,-1.69585,0.7961470946263636,1.8734346582632662,7,0,,,0,False,0,False,0,,False
NICO,ar,2024-07-17T00:07:30,0.686406,-0.0707672,-1.5262,0.6900443416417817,1.674947053918971,7,0,,,0,False,0,False,0,,False
NICO,ar,2024-07-17T00:08:00,0.633563,0.0286855,-1.38328,0.6342120567123034,1.5217386409233518,7,0,,,0,False,0,False,0,,False
NICO,ar,2024-07-17T00:08:30,0.599188,0.104299,-1.19586,0.6081977809438308,1.3416354498689276,8,0,,,0,False,0,False,0,,False
NICO,ar,2024-07-17T00:09:00,0.559157,0.152524,-1.05786,0.5795861637625591,1.2062287929016617,8,0,,,0,False,0,False,0,,False
NICO,ar,2024-07-17T00:09:30,0.522482,0.153862,-0.90108,0.5446659117000071,1.0529036621495815,8,0,,,0,False,0,False,0,,False
NICO,ar,2024-07-17T00:10:00,0.508876,0.137773,-0.712787,0.527196531575275,0.8865672508467701,8,0,,,0,False,0,False,0,,False
NICO,ar,2024-07-17T00:10:30,0.507849,0.0974022,-0.5389,0.5171052072507489,0.7468674617131477,8,6,7,6,0,False,0,False,0,0,True
NICO,ar,2024-07-17T00:11:00,0.521006,0.0730169,-0.333976,0.5260976332598446,0.6231522192029889,8,0,,,0,False,0,False,0,,False
NICO,ar,2024-07-17T00:11:30,0.540001,0.0383339,-0.148323,0.5413599245328471,0.5613112151197497,9,0,,,0,False,0,False,0,,False
NICO,ar,2024-07-17T00:12:00,0.56687,0.0042363,-0.0125645,0.5668858290147055,0.56702505217842,9,0,,,0,False,0,False,0,,False
NICO,ar,2024-07-17T00:12:30,0.567054,-0.031133,-0.0137095,0.5679080054066855,0.5680734573937158,9,0,,,0,False,0,False,0,,False
NICO,ar,2024-07-17T00:13:00,0.582487,-0.061383,0.0660629,0.5857123678547346,0.5894262333951636,9,0,,,0,False,0,False,0,,False
NICO,ar,2024-07-17T00:13:30,0.585874,-0.0901386,0.101878,0.5927675017120625,0.6014585920659543,9,0,,,0,False,0,False,0,,False
NICO,ar,2024-07-17T00:14:00,0.596617,-0.10821,0.15659,0.6063507638232181,0.6262441032768292,9,0,,,0,False,0,False,0,,False
NICO,ar,2024-07-17T00:14:30,0.60197,-0.111531,0.215159,0.6122148682129502,0.648922522449329,8,0,,,0,False,0,False,0,,False
NICO,ar,2024-07-17T00:15:00,0.592592,-0.120076,0.230763,0.6046350339171557,0.6471746954331574,8,0,,,0,False,0,False,0,,False
NICO,ar,2024-07-17T00:15:30,0.592325,-0.127881,0.295679,0.6059723226237317,0.6742614677015142,8,0,,,0,False,0,False,0,,False
NICO,ar,2024-07-17T00:16:00,0.580968,-0.133359,0.323038,0.5960775452111915,0.6779837677621788,8,0,,,0,False,0,False,0,,False
NICO,ar,2024-07-17T00:16:30,0.589025,-0.148143,0.424784,0.6073687504918244,0.7411735597887987,8,0,,,0,False,0,False,0,,False
NICO,ar,2024-07-17T00:17:00,0.582891,-0.130929,0.452379,0.5974146976112992,0.749367120017285,8,5,6,5,0,False,0,False,0,0,True
NICO,ar,2024-07-17T00:17:30,0.570582,-0.124719,0.454462,0.5840536342537388,0.7400367268784706,8,5,6,5,0,False,0,False,0,0,True
NICO,ar,2024-07-17T00:18:00,0.568402,-0.0972373,0.486865,0.5766592807848409,0.7547009038952385,8,5,6,5,0,False,0,False,0,0,True
NICO,ar,2024-07-17T00:18:30,0.55122,-0.0834071,0.472198,0.5574946033195389,0.7305964576525197,8,5,6,5,0,False,0,False,0,0,True
NICO,ar,2024-07-17T00:19:00,0.546912,-0.0713314,0.510514,0.5515441091789123,0.7515487000627171,8,6,6,5,0,False,0,False,0,0,True
NICO,ar,2024-07-17T00:19:30,0.524984,-0.0719744,0.504016,0.5298948145730056,0.7313143255586889,8,6,6,5,0,False,0,False,0,0,True
NICO,ar,2024-07-17T00:20:00,0.493191,-0.068304,0.46101,0.497898382099199,0.6785521490622515,8,5,6,5,0,False,0,False,0,0,True
NICO,ar,2024-07-17T00:20:30,0.421455,-0.0710556,0.0322507,0.4274028723772923,0.4286179218918057,8,8,7,6,0,False,0,False,0,0,True
NICO,ar,2024-07-17T00:21:00,0.400591,-0.0757049,0.0791125,0.40768171551470145,0.4152868512501449,8,5,6,5,0,False,0,False,0,0,True
NICO,ar,2024-07-17T00:21:30,0.366394,-0.0789393,-0.125618,0.37480124909142176,0.3952921176098633,8,6,7,6,1,True,0,False,0,0,True
NICO,ar,2024-07-17T00:22:00,0.341193,-0.0777957,-0.27176,0.34994975951912016,0.443078245671676,8,7,7,6,1,True,0,False,0,0,True
NICO,ar,2024-07-17T00:22:30,0.311693,-0.0760548,-0.428876,0.32083774536678195,0.5356038482199694,8,7,7,6,1,True,0,False,0,0,True
NICO,ar,2024-07-17T00:23:00,0.289903,-0.0779776,-0.48458,0.30020702108838165,0.5700368689047753,8,7,7,6,2,True,0,False,0,0,True
NICO,ar,2024-07-17T00:23:30,0.292464,-0.0749056,-0.363482,0.3019040248280238,0.4725094755995482,8,6,6,5,2,True,0,False,0,0,True
NICO,ar,2024-07-17T00:24:00,0.2923,-0.0698367,-0.282194,0.30052696163054987,0.4122498129810249,7,6,6,5,2,True,0,False,0,0,True
NICO,ar,2024-07-17T00:24:30,0.304393,-0.0613253,-0.212995,0.31050908339224154,0.3765405169355484,7,6,6,5,0,False,0,False,0,0,True
BREW,float,2024-07-17T00:03:00,-0.557178,0.526274,-0.754987,0.7664278483719129,1.0758331733726192,8,0,,,0,False,0,False,0,,False
BREW,float,2024-07-17T00:03:30,-0.273826,-0.0949658,-0.0496325,0.2898261227799178,0.29404517765454,8,0,,,0,False,0,False,0,,False
BREW,float,2024-07-17T00:04:00,-0.149337,-0.222318,0.557082,0.26781865635724483,0.6181158365686806,8,0,,,0,False,0,False,0,,False
BREW,float,2024-07-17T00:04:30,-0.126749,-0.165615,0.500614,0.20855128200517015,0.5423172634371876,8,0,,,0,False,0,False,0,,False
BREW,float,2024-07-17T00:05:00,-0.108935,-0.0930079,0.479962,0.14323862498435957,0.500880050642277,8,0,,,0,False,0,False,0,,False
BREW,float,2024-07-17T00:05:30,-0.170092,0.00087855,0.378192,0.17009426890434168,0.41468210617062135,8,0,,,0,False,0,False,0,,False
BREW,float,2024-07-17T00:06:00,-0.136901,0.0194121,0.0677722,0.13827043584009563,0.15398631276918737,8,0,,,0,False,0,False,0,,False
BREW,ar,2024-07-17T00:03:00,-0.557178,0.526274,-0.754987,0.7664278483719129,1.0758331733726192,8,0,,,0,False,0,False,0,,False
BREW,ar,2024-07-17T00:03:30,-0.273826,-0.0949658,-0.0496325,0.2898261227799178,0.29404517765454,8,0,,,0,False,0,False,0,,False
BREW,ar,2024-07-17T00:04:00,-0.149337,-0.222318,0.557082,0.26781865635724483,0.6181158365686806,8,0,,,0,False,0,False,0,,False
BREW,ar,2024-07-17T00:04:30,-0.126749,-0.165615,0.500614,0.20855128200517015,0.5423172634371876,8,0,,,0,False,0,False,0,,False
BREW,ar,2024-07-17T00:05:00,-0.108935,-0.0930079,0.479962,0.14323862498435957,0.500880050642277,8,0,,,0,False,0,False,0,,False
BREW,ar,2024-07-17T00:05:30,-0.170092,0.00087855,0.378192,0.17009426890434168,0.41468210617062135,8,0,,,0,False,0,False,0,,False
BREW,ar,2024-07-17T00:06:00,-0.136901,0.0194121,0.0677722,0.13827043584009563,0.15398631276918737,8,0,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:03:00,-1.23808,-0.26124,-5.48896,1.2653412282858725,5.6329184536614765,6,0,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:03:30,0.0282006,0.701405,0.786566,0.7019716859427878,1.054253442119759,6,0,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:04:00,-0.0352552,0.759572,0.884425,0.760389737115803,1.1663619219333423,6,0,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:04:30,-0.329504,0.443615,-0.0753894,0.5526003567145067,0.5577192088079449,6,0,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:05:00,-0.493006,0.20637,-0.409263,0.5344562591419433,0.6731565167960568,6,0,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:05:30,-0.58544,0.0417262,-0.628417,0.586925096896052,0.8598773140718622,6,0,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:06:00,-0.639237,0.0790484,-0.51434,0.6441060407351883,0.8242682981357223,6,0,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:06:30,-0.563909,0.0379905,-0.571882,0.5651872595620411,0.8040433199120866,6,0,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:07:00,-0.506097,0.106973,-0.312888,0.5172788378988648,0.6045463561067919,6,0,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:07:30,-0.423597,0.148369,-0.172328,0.44882934236745264,0.48077512222867774,6,0,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:08:00,-0.419996,0.10987,-0.22146,0.43412907863445405,0.4873526326142088,6,0,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:08:30,-0.419449,0.085057,-0.337479,0.42798616432076403,0.5450359917390777,6,0,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:09:00,-0.413307,0.110051,-0.252911,0.4277077259648228,0.49688818940582596,6,0,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:09:30,-0.352775,0.176803,-0.0851511,0.394600432632809,0.4036833056558198,6,0,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:10:00,-0.336939,0.184046,0.0263797,0.38392814410641996,0.38483335147709063,6,1,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:10:30,-0.306566,0.19363,-0.00408981,0.3625952140555636,0.36261827836146937,6,0,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:11:00,-0.298164,0.19454,-0.026526,0.35601626717890295,0.3570030968661196,6,1,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:11:30,-0.306425,0.1835,-0.0850578,0.3571673706051548,0.3671557707102532,6,2,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:12:00,-0.297003,0.189937,-0.0660541,0.3525433958791456,0.3586781148952498,6,2,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:12:30,-0.279643,0.179967,0.00557575,0.33254823490435187,0.3325949751966534,6,2,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:13:00,-0.25054,0.148608,0.0479041,0.2912981793008669,0.2952108264627332,6,2,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:13:30,-0.241667,0.111738,0.0784778,0.2662486047531517,0.2775735661511016,6,2,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:14:00,-0.255542,0.142105,0.243297,0.2923962119949573,0.38038004022030386,6,2,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:14:30,-0.265616,0.155397,0.23415,0.30773379253016725,0.3866863193403666,6,2,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:15:00,-0.267613,0.153976,0.184444,0.30874799812306475,0.3596455414446285,6,2,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:15:30,-0.257289,0.149044,0.100432,0.2973411230506134,0.3138444361160478,6,2,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:16:00,-0.242397,0.10694,0.0516768,0.264938614039177,0.2699314002987426,6,2,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:16:30,-0.236524,0.0935465,0.0799051,0.2543512340018228,0.26660715527581025,6,2,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:17:00,-0.24116,0.0993022,0.0393317,0.2608046635412028,0.2637537775079819,6,3,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:17:30,-0.25274,0.128644,0.161089,0.2835961677033031,0.3261540314897242,6,3,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:18:00,-0.256804,0.169993,0.288161,0.3079706389657949,0.4217613974583259,6,3,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:18:30,-0.269555,0.154997,0.161795,0.3109404573772927,0.35051617660102363,6,3,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:19:00,-0.271069,0.117561,-0.0117943,0.2954640273908145,0.29569933546508015,7,4,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:19:30,-0.3991,-0.937964,-2.22863,1.0193415891132864,2.450683364328407,7,4,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:20:00,-0.3904,-0.93162,-2.32825,1.0101128572590292,2.5379275101743946,7,4,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:20:30,-0.38616,-0.917818,-2.42862,0.9957456636732093,2.624824666739476,7,4,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:21:00,-0.387927,-0.878973,-2.33238,0.9607709883515426,2.5225140944022497,7,4,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:21:30,-0.388019,-0.841921,-2.30613,0.9270327473191009,2.4854829091148467,7,4,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:22:00,-0.381844,-0.788877,-2.21687,0.8764312645410364,2.383829767069159,7,4,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:22:30,-0.362197,-0.742544,-2.25253,0.826170841136989,2.399260231747486,7,4,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:23:00,-0.350541,-0.714996,-2.29797,0.7963028774888359,2.432028863643892,7,4,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:23:30,-0.333894,-0.678447,-2.265,0.7561584060532555,2.3878862064690187,6,3,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:24:00,-0.336963,-0.660156,-2.23878,0.7411814944431626,2.3582802836187646,7,4,,,0,False,0,False,0,,False
JPLM,float,2024-07-17T00:24:30,-0.337399,-0.621629,-2.25356,0.707291099082973,2.36194694530635,7,4,,,0,False,0,False,0,,False
JPLM,ar,2024-07-17T00:03:00,-1.23808,-0.26124,-5.48896,1.2653412282858725,5.6329184536614765,6,0,,,0,False,0,False,0,,False
JPLM,ar,2024-07-17T00:03:30,0.0282006,0.701405,0.786566,0.7019716859427878,1.054253442119759,6,0,,,0,False,0,False,0,,False
JPLM,ar,2024-07-17T00:04:00,-0.0352552,0.759572,0.884425,0.760389737115803,1.1663619219333423,6,0,,,0,False,0,False,0,,False
JPLM,ar,2024-07-17T00:04:30,-0.329504,0.443615,-0.0753894,0.5526003567145067,0.5577192088079449,6,0,,,0,False,0,False,0,,False
JPLM,ar,2024-07-17T00:05:00,-0.493006,0.20637,-0.409263,0.5344562591419433,0.6731565167960568,6,0,,,0,False,0,False,0,,False
JPLM,ar,2024-07-17T00:05:30,-0.58544,0.0417262,-0.628417,0.586925096896052,0.8598773140718622,6,0,,,0,False,0,False,0,,False
JPLM,ar,2024-07-17T00:06:00,-0.639237,0.0790484,-0.51434,0.6441060407351883,0.8242682981357223,6,0,,,0,False,0,False,0,,False
JPLM,ar,2024-07-17T00:06:30,-0.563909,0.0379905,-0.571882,0.5651872595620411,0.8040433199120866,6,0,,,0,False,0,False,0,,False
JPLM,ar,2024-07-17T00:07:00,-0.506097,0.106973,-0.312888,0.5172788378988648,0.6045463561067919,6,0,,,0,False,0,False,0,,False
JPLM,ar,2024-07-17T00:07:30,-0.423597,0.148369,-0.172328,0.44882934236745264,0.48077512222867774,6,0,,,0,False,0,False,0,,False
JPLM,ar,2024-07-17T00:08:00,-0.419996,0.10987,-0.22146,0.43412907863445405,0.4873526326142088,6,0,,,0,False,0,False,0,,False
JPLM,ar,2024-07-17T00:08:30,-0.419449,0.085057,-0.337479,0.42798616432076403,0.5450359917390777,6,0,,,0,False,0,False,0,,False
JPLM,ar,2024-07-17T00:09:00,-0.413307,0.110051,-0.252911,0.4277077259648228,0.49688818940582596,6,0,,,0,False,0,False,0,,False
JPLM,ar,2024-07-17T00:09:30,-0.352775,0.176803,-0.0851511,0.394600432632809,0.4036833056558198,6,0,,,0,False,0,False,0,,False
JPLM,ar,2024-07-17T00:10:00,-0.336939,0.184046,0.0263797,0.38392814410641996,0.38483335147709063,6,1,2,1,0,False,0,False,0,0,True
JPLM,ar,2024-07-17T00:10:30,-0.306566,0.19363,-0.00408981,0.3625952140555636,0.36261827836146937,6,0,,,0,False,0,False,0,,False
JPLM,ar,2024-07-17T00:11:00,-0.298164,0.19454,-0.026526,0.35601626717890295,0.3570030968661196,6,1,2,1,0,False,0,False,0,0,True
JPLM,ar,2024-07-17T00:11:30,-0.306425,0.1835,-0.0850578,0.3571673706051548,0.3671557707102532,6,2,3,2,0,False,0,False,0,0,True
JPLM,ar,2024-07-17T00:12:00,-0.297003,0.189937,-0.0660541,0.3525433958791456,0.3586781148952498,6,2,3,2,0,False,0,False,0,0,True
JPLM,ar,2024-07-17T00:12:30,-0.279643,0.179967,0.00557575,0.33254823490435187,0.3325949751966534,6,2,3,2,0,False,0,False,0,0,True
JPLM,ar,2024-07-17T00:13:00,-0.25054,0.148608,0.0479041,0.2912981793008669,0.2952108264627332,6,2,3,2,0,False,0,False,0,0,True
JPLM,ar,2024-07-17T00:13:30,-0.241667,0.111738,0.0784778,0.2662486047531517,0.2775735661511016,6,2,3,2,0,False,0,False,0,0,True
JPLM,ar,2024-07-17T00:14:00,-0.255542,0.142105,0.243297,0.2923962119949573,0.38038004022030386,6,2,3,2,0,False,0,False,0,0,True
JPLM,ar,2024-07-17T00:14:30,-0.265616,0.155397,0.23415,0.30773379253016725,0.3866863193403666,6,2,3,2,0,False,0,False,0,0,True
JPLM,ar,2024-07-17T00:15:00,-0.267613,0.153976,0.184444,0.30874799812306475,0.3596455414446285,6,2,3,2,0,False,0,False,0,0,True
JPLM,ar,2024-07-17T00:15:30,-0.257289,0.149044,0.100432,0.2973411230506134,0.3138444361160478,6,2,3,2,0,False,0,False,0,0,True
JPLM,ar,2024-07-17T00:16:00,-0.242397,0.10694,0.0516768,0.264938614039177,0.2699314002987426,6,2,3,2,0,False,0,False,0,0,True
JPLM,ar,2024-07-17T00:16:30,-0.236524,0.0935465,0.0799051,0.2543512340018228,0.26660715527581025,6,2,3,2,0,False,0,False,0,0,True
JPLM,ar,2024-07-17T00:17:00,-0.24116,0.0993022,0.0393317,0.2608046635412028,0.2637537775079819,6,3,4,3,0,False,0,False,0,0,True
JPLM,ar,2024-07-17T00:17:30,-0.25274,0.128644,0.161089,0.2835961677033031,0.3261540314897242,6,3,4,3,0,False,0,False,0,0,True
JPLM,ar,2024-07-17T00:18:00,-0.256804,0.169993,0.288161,0.3079706389657949,0.4217613974583259,6,3,4,3,0,False,0,False,0,0,True
JPLM,ar,2024-07-17T00:18:30,-0.269555,0.154997,0.161795,0.3109404573772927,0.35051617660102363,6,3,4,3,0,False,0,False,0,0,True
JPLM,ar,2024-07-17T00:19:00,-0.271069,0.117561,-0.0117943,0.2954640273908145,0.29569933546508015,7,4,5,4,0,False,0,False,0,0,True
JPLM,ar,2024-07-17T00:19:30,-0.3991,-0.937964,-2.22863,1.0193415891132864,2.450683364328407,7,4,5,4,0,False,0,False,0,0,True
JPLM,ar,2024-07-17T00:20:00,-0.3904,-0.93162,-2.32825,1.0101128572590292,2.5379275101743946,7,4,5,4,0,False,0,False,0,0,True
JPLM,ar,2024-07-17T00:20:30,-0.38616,-0.917818,-2.42862,0.9957456636732093,2.624824666739476,7,4,5,4,0,False,0,False,0,0,True
JPLM,ar,2024-07-17T00:21:00,-0.387927,-0.878973,-2.33238,0.9607709883515426,2.5225140944022497,7,4,5,4,0,False,0,False,0,0,True
JPLM,ar,2024-07-17T00:21:30,-0.388019,-0.841921,-2.30613,0.9270327473191009,2.4854829091148467,7,4,5,4,0,False,0,False,0,0,True
JPLM,ar,2024-07-17T00:22:00,-0.381844,-0.788877,-2.21687,0.8764312645410364,2.383829767069159,7,4,5,4,0,False,0,False,0,0,True
JPLM,ar,2024-07-17T00:22:30,-0.362197,-0.742544,-2.25253,0.826170841136989,2.399260231747486,7,4,5,4,0,False,0,False,0,0,True
JPLM,ar,2024-07-17T00:23:00,-0.350541,-0.714996,-2.29797,0.7963028774888359,2.432028863643892,7,4,5,4,0,False,0,False,0,0,True
JPLM,ar,2024-07-17T00:23:30,-0.333894,-0.678447,-2.265,0.7561584060532555,2.3878862064690187,6,3,4,3,0,False,0,False,0,0,True
JPLM,ar,2024-07-17T00:24:00,-0.336963,-0.660156,-2.23878,0.7411814944431626,2.3582802836187646,7,4,5,4,0,False,0,False,0,0,True
JPLM,ar,2024-07-17T00:24:30,-0.337399,-0.621629,-2.25356,0.707291099082973,2.36194694530635,7,4,5,4,0,False,0,False,0,0,True
